,Movie,Rating
8908,The Star Wars Holiday Special (1978),[-0.11566752]
8906,Fantastic Beasts and Where to Find Them (2016),[-0.11566752]
4328,It Runs in the Family (2003),[-0.11567196]
2049,Spartacus (1960),[-0.115894]
7228,"Maiden Heist, The (2009)",[-0.11603409]
3522,When Worlds Collide (1951),[-0.11604885]
5139,Viridiana (1961),[-0.11606506]
7032,Were the World Mine (2008),[-0.11609381]
554,Underground (1995),[-0.11613191]
122,Amateur (1994),[-0.1162601]
6094,Casanova (2005),[-0.11641733]
4564,Leningrad Cowboys Go America (1989),[-0.11645036]
974,Highlander (1986),[-0.11652462]
5801,Bunny Lake Is Missing (1965),[-0.11668806]
243,Nobody's Fool (1994),[-0.11679734]
5683,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",[-0.11691829]
3084,Head Over Heels (2001),[-0.11697098]
3877,Mr. Deeds (2002),[-0.11699875]
5174,"Doctor, The (1991)",[-0.11710418]
8216,R.I.P.D. (2013),[-0.11716766]
8221,Drinking Buddies (2013),[-0.11716766]
8231,"Smurfs 2, The (2013)",[-0.11716766]
8272,Blue Is the Warmest Color (La vie d'Adèle) (2013),[-0.11716766]
6611,Before the Devil Knows You're Dead (2007),[-0.11721596]
6665,Hatchet (2006),[-0.11721596]
6652,As You Like It (2006),[-0.11721596]
6620,Beowulf (2007),[-0.11721596]
6664,Cloverfield (2008),[-0.11721596]
493,Bhaji on the Beach (1993),[-0.11723473]
1500,Lolita (1997),[-0.11731816]
6591,Lars and the Real Girl (2007),[-0.11733901]
7239,Meantime (1984),[-0.11753377]
7220,Youth in Revolt (2009),[-0.11753377]
7225,"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)",[-0.11753377]
3725,"Big Bird Cage, The (1972)",[-0.11769138]
8662,101 Dalmatians II: Patch's London Adventure (2003),[-0.11773169]
8666,It Follows (2014),[-0.11773169]
8674,Stuart Little 3: Call of the Wild (2005),[-0.11773169]
2419,American Flyers (1985),[-0.11785936]
7626,Bernie (1996),[-0.117901]
8562,Drive Hard (2014),[-0.11795354]
8141,Disconnect (2012),[-0.11795963]
2030,Summer of Sam (1999),[-0.11799389]
594,Twister (1996),[-0.1181924]
3121,Battle Beyond the Stars (1980),[-0.11835698]
3683,"Son's Room, The (Stanza del figlio, La) (2001)",[-0.11836641]
111,Pie in the Sky (1996),[-0.11838167]
5065,Through a Glass Darkly (Såsom i en spegel) (1961),[-0.11852801]
1804,Rambo III (1988),[-0.11856103]
5571,City Hunter (Sing si lip yan) (1993),[-0.11870836]
4190,Amen. (2002),[-0.11879751]
708,"Women, The (1939)",[-0.11900336]
762,"Glimmer Man, The (1996)",[-0.11904224]
7207,"Princess and the Frog, The (2009)",[-0.11906587]
6421,Factory Girl (2006),[-0.11906878]
871,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",[-0.11936444]
7407,"Horde, The (La Horde) (2009)",[-0.11952117]
4036,"Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure) (1981)",[-0.11954373]
7133,Cloudy with a Chance of Meatballs (2009),[-0.1195452]
8769,Crimson Peak (2015),[-0.11975049]
3072,Leonard Part 6 (1987),[-0.11982547]
6679,Teeth (2007),[-0.1200804]
536,Denise Calls Up (1995),[-0.12017437]
7783,Contraband (2012),[-0.12017986]
5965,Pretty Persuasion (2005),[-0.12024926]
2365,"Great Santini, The (1979)",[-0.12027964]
5023,Babylon 5: The River of Souls (1998),[-0.12067291]
2381,Fantasia 2000 (1999),[-0.12067706]
6590,Sleuth (2007),[-0.1207128]
2058,Assassination (1987),[-0.12098058]
2367,"Two Jakes, The (1990)",[-0.1210304]
3713,Dragonfly (2002),[-0.12116037]
5702,Ong-Bak: The Thai Warrior (Ong Bak) (2003),[-0.12131126]
921,"Blues Brothers, The (1980)",[-0.12131645]
7004,The Butterfly Effect 3: Revelations (2009),[-0.12145974]
2033,"Autumn Tale, An (Conte d'automne) (1998)",[-0.12154298]
3330,Gorillas in the Mist (1988),[-0.12156082]
6468,"Invisible, The (2007)",[-0.12163215]
6478,Day Watch (Dnevnoy dozor) (2006),[-0.12163215]
6474,Sharkwater (2006),[-0.12163215]
6044,Manderlay (2005),[-0.12168558]
9385,Hacksaw Ridge (2016),[-0.12174365]
9388,"Wings, Legs and Tails (1986)",[-0.12174365]
9376,Kizumonogatari Part 1: Tekketsu (2016),[-0.12174365]
9409,Wild Oats (2016),[-0.12174365]
2199,Drunken Master (Jui kuen) (1978),[-0.12179905]
6280,Idlewild (2006),[-0.1218383]
3148,Amores Perros (Love's a Bitch) (2000),[-0.12186083]
5073,Infernal Affairs (Mou gaan dou) (2002),[-0.12207902]
3489,"Glass House, The (2001)",[-0.12208786]
5112,"Wasp Woman, The (1959)",[-0.12208856]
713,"Affair to Remember, An (1957)",[-0.12219326]
2107,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),[-0.12253562]
1277,"Apostle, The (1997)",[-0.1225526]
8890,Trainwreck (2015),[-0.12256636]
8889,Spy (2015),[-0.12256636]
7469,"Fighter, The (2010)",[-0.12263744]
1976,Trippin' (1999),[-0.1228608]
2031,American Pie (1999),[-0.1228608]
2021,Trekkies (1997),[-0.1228608]
1936,EDtv (1999),[-0.1228608]
2036,Eyes Wide Shut (1999),[-0.1228608]
3030,Save the Last Dance (2001),[-0.12289583]
967,Pump Up the Volume (1990),[-0.12295329]
3676,The Count of Monte Cristo (2002),[-0.12318698]
4225,White Dog (1982),[-0.12335471]
7514,"Trip, The (2010)",[-0.12338587]
7495,Little Fockers (2010),[-0.12338587]
7444,Waiting for 'Superman' (2010),[-0.12338587]
7575,Henry's Crime (2010),[-0.12338587]
5938,Wedding Crashers (2005),[-0.12354889]
5894,Los Angeles Plays Itself (2003),[-0.12354889]
7521,Zeitgeist: Moving Forward (2011),[-0.12370991]
363,"Beverly Hillbillies, The (1993)",[-0.1237844]
6065,Zathura (2005),[-0.12382902]
9657,Ferdinand (2017),[-0.12415819]
9565,Gulliver's Travels (1996),[-0.12415819]
9702,Sherlock - A Study in Pink (2010),[-0.12415819]
9607,Alles Inklusive (2014),[-0.12415819]
5368,Falling Angels (2003),[-0.1241638]
5758,Battles Without Honor & Humanity (Jingi naki tatakai) (1973),[-0.12422396]
6047,Chicken Little (2005),[-0.12426046]
241,My Family (1995),[-0.12436524]
2626,Return to Me (2000),[-0.12441587]
5562,Hearts of Darkness: A Filmmakers Apocalypse (1991),[-0.12442235]
2771,Sleepwalkers (1992),[-0.12447277]
7683,Red State (2011),[-0.12469638]
1842,Howard the Duck (1986),[-0.12482012]
3520,Quadrophenia (1979),[-0.12485779]
2006,Run Silent Run Deep (1958),[-0.1248742]
5025,True Stories (1986),[-0.12493997]
483,"Nightmare Before Christmas, The (1993)",[-0.12507185]
1302,3 Ninjas: High Noon On Mega Mountain (1998),[-0.12508781]
7470,"Romantics, The (2010)",[-0.12525394]
5981,"Constant Gardener, The (2005)",[-0.12527017]
799,Beautiful Thing (1996),[-0.12528082]
3051,Beverly Hills Cop (1984),[-0.12529755]
3540,Bandits (2001),[-0.12544049]
2981,Quills (2000),[-0.12545759]
5300,Thunderbirds (2004),[-0.12548372]
1851,"Texas Chainsaw Massacre 2, The (1986)",[-0.12553456]
2211,Niagara (1953),[-0.12554095]
7724,Puncture (2011),[-0.12563577]
7508,Cowboys & Aliens (2011),[-0.1256426]
8549,Time Lapse (2014),[-0.1256686]
8224,Revenge for Jolly! (2012),[-0.12590659]
7693,"Avengers, The (2012)",[-0.12590757]
1281,Deconstructing Harry (1997),[-0.12598415]
1067,Jaws (1975),[-0.12602845]
5980,"Cave, The (2005)",[-0.12610207]
1317,Night Flier (1997),[-0.12633758]
2663,Where the Heart Is (2000),[-0.12667728]
6710,"Dark Knight, The (2008)",[-0.1267345]
5669,"Animatrix, The (2003)",[-0.12699402]
7232,Bart Got a Room (2008),[-0.1271175]
7237,Asterix at the Olympic Games (Astérix aux jeux olympiques) (2008),[-0.1271175]
45,When Night Is Falling (1995),[-0.12731481]
247,Beyond Bedlam (1993),[-0.12735895]
951,Chinatown (1974),[-0.12738327]
8650,Taken 3 (2015),[-0.12741752]
8622,Playing It Cool (2014),[-0.12741752]
2201,Hairspray (1988),[-0.12742073]
5554,Lionheart (1990),[-0.12742474]
4873,The Diary of Anne Frank (1959),[-0.12764934]
328,Naked Gun 33 1/3: The Final Insult (1994),[-0.12775861]
8098,Stand Up Guys (2012),[-0.1278485]
2082,"Adventures of Sebastian Cole, The (1998)",[-0.12794132]
1343,Barney's Great Adventure (1998),[-0.12798358]
7045,Antichrist (2009),[-0.12828854]
7092,Obsessed (2009),[-0.12834781]
6038,"Weather Man, The (2005)",[-0.12835668]
7238,"Chaser, The (Chugyeogja) (2008)",[-0.12837958]
3301,Above the Law (1988),[-0.12841237]
4691,Kindergarten Cop (1990),[-0.12861627]
6259,John Tucker Must Die (2006),[-0.12861643]
6175,Basic Instinct 2 (2006),[-0.12864415]
7299,"Slammin' Salmon, The (2009)",[-0.12872053]
5458,"Charlie Brown Christmas, A (1965)",[-0.12885397]
2679,Inferno (1980),[-0.12890695]
41,To Die For (1995),[-0.12895949]
6595,Weirdsville (2007),[-0.12899611]
654,Tales from the Crypt Presents: Bordello of Blood (1996),[-0.12912139]
2940,Bamboozled (2000),[-0.12914087]
6081,"Room for Romeo Brass, A (1999)",[-0.12939793]
5401,"Hunchback of Notre Dame, The (1923)",[-0.12959108]
6202,Stick It (2006),[-0.12962284]
533,Primal Fear (1996),[-0.12991286]
2930,"Bank Dick, The (1940)",[-0.12996922]
2712,Moonraker (1979),[-0.13006874]
2862,Psycho Beach Party (2000),[-0.13013238]
1483,"This World, Then the Fireworks (1997)",[-0.13029002]
1119,Absolute Power (1997),[-0.13041883]
4890,Hidalgo (2004),[-0.13052462]
3187,Love Story (1970),[-0.13057998]
7076,Brüno (Bruno) (2009),[-0.13089405]
6528,Hot Rod (2007),[-0.1309091]
4510,"Handmaid's Tale, The (1990)",[-0.13099061]
3389,Jesus of Montreal (Jésus de Montréal) (1989),[-0.13101922]
1348,"Spanish Prisoner, The (1997)",[-0.13118074]
8766,The Dark Valley (2014),[-0.13124272]
8767,I'm Here (2010),[-0.13124272]
8760,Paper Towns (2015),[-0.13124272]
8768,The Last Five Years (2014),[-0.13124272]
6999,Strictly Sexual (2008),[-0.1316106]
2438,Agnes of God (1985),[-0.13188318]
8264,Nebraska (2013),[-0.13199387]
3541,Corky Romano (2001),[-0.13203222]
1114,"Beautician and the Beast, The (1997)",[-0.13216859]
8623,National Lampoon's Bag Boy (2007),[-0.13232815]
5106,Sunrise: A Song of Two Humans (1927),[-0.13242939]
5761,Sergeant York (1941),[-0.13244921]
4574,Beethoven's 2nd (1993),[-0.13258082]
2624,Frequency (2000),[-0.1327767]
5767,Elektra (2005),[-0.13296822]
1218,L.A. Confidential (1997),[-0.13304264]
1274,"Man Who Knew Too Little, The (1997)",[-0.13317534]
7463,Biutiful (2010),[-0.13353458]
3149,Keep the River on Your Right: A Modern Cannibal Tale (2000),[-0.13354214]
5975,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999),[-0.1336988]
5959,The Chumscrubber (2005),[-0.1336988]
4210,"Midsummer Night's Sex Comedy, A (1982)",[-0.13380844]
2830,Shower (Xizao) (1999),[-0.13386106]
5697,Ginger Snaps Back: The Beginning (2004),[-0.13389453]
3050,Beverly Hills Cop II (1987),[-0.13390864]
4069,"Russians Are Coming, the Russians Are Coming, The (1966)",[-0.13391652]
4795,"Last Samurai, The (2003)",[-0.13394394]
2661,"Crow: Salvation, The (2000)",[-0.13398092]
522,Heavy Metal (1981),[-0.13398626]
6732,"Forbidden Kingdom, The (2008)",[-0.13402359]
4148,Miami Blues (1990),[-0.13410517]
6309,Conversations with Other Women (2005),[-0.13417335]
4011,White Oleander (2002),[-0.13442101]
7562,Source Code (2011),[-0.13456278]
3527,Joy Ride (2001),[-0.1348146]
2319,"Sandpiper, The (1965)",[-0.13483014]
6649,Charlie Wilson's War (2007),[-0.13483496]
163,Showgirls (1995),[-0.13487507]
4496,Attack of the Puppet People (1958),[-0.13490822]
5701,Starship Troopers 2: Hero of the Federation (2004),[-0.1350482]
3857,"Dangerous Lives of Altar Boys, The (2002)",[-0.13505263]
4849,"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)",[-0.13536646]
5960,Junebug (2005),[-0.1354892]
3660,"Truly, Madly, Deeply (1991)",[-0.13575153]
1200,Desperate Measures (1998),[-0.13590392]
5012,Throne of Blood (Kumonosu jô) (1957),[-0.1359407]
3503,Little Man Tate (1991),[-0.13597727]
1149,Paradise Road (1997),[-0.13599831]
6493,Fay Grim (2006),[-0.13601016]
4766,Anna Karenina (1935),[-0.13602708]
4997,Camelot (1967),[-0.13604191]
4925,I'm Not Scared (Io non ho paura) (2003),[-0.13607629]
4486,House of Wax (1953),[-0.13608711]
1987,Superman II (1980),[-0.13609252]
3308,Big Business (1988),[-0.13619667]
442,"Perfect World, A (1993)",[-0.13620254]
3377,Family Business (1989),[-0.13627883]
4124,"Beast Within, The (1982)",[-0.13644268]
5044,I Walked with a Zombie (1943),[-0.13646019]
3546,Spriggan (Supurigan) (1998),[-0.13654435]
5745,"Love Song for Bobby Long, A (2004)",[-0.13669521]
7749,"Twilight Saga: Breaking Dawn - Part 1, The (2011)",[-0.13674451]
7796,"Whistleblower, The (2010)",[-0.13674451]
7763,Violet & Daisy (2011),[-0.13674451]
7776,"Girl with the Dragon Tattoo, The (2011)",[-0.13674451]
7764,Bullet to the Head (2012),[-0.13674451]
7736,"Double, The (2011)",[-0.13674451]
7772,Young Adult (2011),[-0.13674451]
7898,Safety Not Guaranteed (2012),[-0.13674451]
7965,Premium Rush (2012),[-0.13674451]
7828,Miss Nobody (2010),[-0.13674451]
8056,Zero Dark Thirty (2012),[-0.13674451]
7987,V/H/S (2012),[-0.13674451]
7741,Hugo (2011),[-0.13674451]
7900,Your Sister's Sister (2011),[-0.13674451]
7980,That's My Boy (2012),[-0.13674451]
8057,Fire with Fire (2012),[-0.13674451]
7973,Conception (2011),[-0.13674451]
8046,Hitchcock (2012),[-0.13674451]
7738,Starsuckers (2009),[-0.13674451]
7968,Piranha 3DD (a.k.a. Piranha DD) (2012),[-0.13674451]
2105,Problem Child 2 (1991),[-0.13693956]
2711,Vagabond (Sans toit ni loi) (1985),[-0.13702696]
4842,"Strada, La (1954)",[-0.13702968]
6067,Sarah Silverman: Jesus Is Magic (2005),[-0.13717207]
4844,"Boy and His Dog, A (1975)",[-0.13721205]
378,Cliffhanger (1993),[-0.13723163]
5822,"Oh, God! You Devil (1984)",[-0.13769284]
2693,Honeymoon in Vegas (1992),[-0.13779053]
5749,In the Realms of the Unreal (2004),[-0.13783001]
629,Harriet the Spy (1996),[-0.13789638]
2716,"Fighting Seabees, The (1944)",[-0.13797187]
4034,Banana Joe (1981),[-0.13800162]
3746,Resident Evil (2002),[-0.13800162]
4840,Pumping Iron (1977),[-0.13823257]
2550,Love Is a Many-Splendored Thing (1955),[-0.13846978]
2691,Pee-wee's Big Adventure (1985),[-0.13903265]
3830,"Harvey Girls, The (1946)",[-0.13919446]
7899,Madagascar 3: Europe's Most Wanted (2012),[-0.13921723]
2958,Detour (1945),[-0.13931173]
7805,Puss in Boots (Nagagutsu o haita neko) (1969),[-0.1393573]
7921,Magic Mike (2012),[-0.1393573]
2610,True Grit (1969),[-0.13959823]
2109,"Pelican Brief, The (1993)",[-0.13967297]
4197,Final Destination 2 (2003),[-0.13969436]
3458,"Battle Creek Brawl (Big Brawl, The) (1980)",[-0.1397508]
5806,Zelary (2003),[-0.13980282]
196,Dolores Claiborne (1995),[-0.13989899]
1519,Herbie Goes to Monte Carlo (1977),[-0.14004439]
5756,Out Cold (1989),[-0.14013352]
1045,Shine (1996),[-0.14063711]
7590,Louis C.K.: Hilarious (2010),[-0.14084871]
4171,Just Married (2003),[-0.14086226]
5737,"Life Aquatic with Steve Zissou, The (2004)",[-0.14102192]
1756,"Rugrats Movie, The (1998)",[-0.14108796]
1659,"Ring, The (1927)",[-0.14116388]
849,Drunks (1995),[-0.14133734]
2513,Bull Durham (1988),[-0.14151396]
3337,License to Drive (1988),[-0.14155758]
6871,"Wave, The (Welle, Die) (2008)",[-0.14158184]
7024,Crossing Over (2009),[-0.14161417]
3715,How to Kill Your Neighbor's Dog (2000),[-0.14164527]
2892,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",[-0.14181735]
6864,Max Payne (2008),[-0.14195266]
843,Loser (1991),[-0.14198529]
3379,Fat Man and Little Boy (1989),[-0.14224598]
5668,Remember Me (Ricordati di me) (2003),[-0.14237761]
5650,Dead or Alive 2: Tôbôsha (2000),[-0.14237761]
7240,"Rudolph, the Red-Nosed Reindeer (1964)",[-0.14269456]
7236,Ninja (2009),[-0.14269456]
7215,Crazy Heart (2009),[-0.14269456]
2045,Runaway Bride (1999),[-0.14272517]
8266,Don Jon (2013),[-0.14278667]
6990,Duplicity (2009),[-0.14288473]
4149,My Girl 2 (1994),[-0.14315154]
5626,If These Walls Could Talk 2 (2000),[-0.14332373]
3012,Dracula 2000 (2000),[-0.14334535]
4674,Forbidden Games (Jeux interdits) (1952),[-0.14337385]
7717,Behind Enemy Lines II: Axis of Evil (2006),[-0.14361205]
3251,Beach Blanket Bingo (1965),[-0.14381694]
2268,Rosetta (1999),[-0.14387973]
6348,Let's Go to Prison (2006),[-0.14418834]
6314,School for Scoundrels (2006),[-0.14418834]
6324,Feast (2005),[-0.14418834]
6217,Nacho Libre (2006),[-0.14425428]
6463,"Vie en Rose, La (Môme, La) (2007)",[-0.1443279]
2430,"Cup, The (Phörpa) (1999)",[-0.14442045]
6255,World Trade Center (2006),[-0.14454826]
4147,"Duellists, The (1977)",[-0.14471485]
7058,"Land That Time Forgot, The (1975)",[-0.14513137]
4698,"Night of the Hunter, The (1955)",[-0.14548338]
5518,"Silent Night, Deadly Night (1984)",[-0.14560344]
8703,The Blue Lagoon (1949),[-0.14575259]
8707,"Snowflake, the White Gorilla (2011)",[-0.14575259]
2095,Damien: Omen II (1978),[-0.14580175]
5799,Because of Winn-Dixie (2005),[-0.14581302]
3593,"Last Wave, The (1977)",[-0.14582485]
51,Home for the Holidays (1995),[-0.14592266]
978,Night on Earth (1991),[-0.1460892]
7061,Breakfast with Scot (2007),[-0.14640764]
5869,"Ascent, The (Voskhozhdeniye) (1977)",[-0.14664271]
6087,Munich (2005),[-0.14665238]
6911,Igor (2008),[-0.14683548]
5721,Azumi (2003),[-0.14686317]
5273,Flash Gordon Conquers the Universe (1940),[-0.14702789]
1220,Kiss the Girls (1997),[-0.14704059]
3528,Max Keeble's Big Move (2001),[-0.14721728]
390,Fear of a Black Hat (1994),[-0.14726722]
3521,SpaceCamp (1986),[-0.14728027]
695,"Maltese Falcon, The (1941)",[-0.14729396]
1389,Mr. Jealousy (1997),[-0.1474783]
5655,Nothing (2003),[-0.14819574]
4721,Trapped in Paradise (1994),[-0.14857167]
4626,Brother Bear (2003),[-0.14858799]
1242,Year of the Horse (1997),[-0.14859893]
1820,"Karate Kid, The (1984)",[-0.14863144]
4835,Dark Passage (1947),[-0.14882085]
4134,Evelyn (2002),[-0.14896137]
8109,Escape from Planet Earth (2013),[-0.1489742]
1742,Velvet Goldmine (1998),[-0.14899641]
6399,"Messengers, The (2007)",[-0.14922119]
979,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),[-0.14933882]
3115,Elmer Gantry (1960),[-0.14949257]
1216,"Edge, The (1997)",[-0.14990151]
4281,Dreamcatcher (2003),[-0.14995242]
8531,Autómata (Automata) (2014),[-0.14998753]
6934,Bedtime Stories (2008),[-0.15002514]
5941,Hardware (1990),[-0.15010657]
1728,Soldier (1998),[-0.15017427]
710,Foreign Correspondent (1940),[-0.15074593]
3551,Not Without My Daughter (1991),[-0.15074981]
3572,Shallow Hal (2001),[-0.15100934]
1060,Batman Returns (1992),[-0.15118515]
1087,Some Mother's Son (1996),[-0.15128986]
2567,Death Wish 5: The Face of Death (1994),[-0.15130006]
5628,"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",[-0.15134654]
1681,About Last Night... (1986),[-0.15146001]
4173,"Guy Thing, A (2003)",[-0.15179593]
3017,"Claim, The (2000)",[-0.15186402]
1620,Surf Nazis Must Die (1987),[-0.15196263]
8748,A Pigeon Sat on a Branch Reflecting on Existence (2014),[-0.15205345]
2928,Fantastic Voyage (1966),[-0.1521319]
5953,"Order, The (2001)",[-0.152188]
6105,Grand Theft Parsons (2003),[-0.15223893]
9572,Belladonna of Sadness (1973),[-0.1523176]
304,Backbeat (1993),[-0.15238182]
7046,Sweeney Todd (2006),[-0.15273729]
7047,Boy Eats Girl (2005),[-0.15273729]
7051,Dead Snow (Død snø) (2009),[-0.15273729]
7049,Ernest Rides Again (1993),[-0.15273729]
4884,EuroTrip (2004),[-0.1529078]
3455,Altered States (1980),[-0.15306412]
6266,Zoom (2006),[-0.15315714]
5467,Play Time (a.k.a. Playtime) (1967),[-0.1532169]
5479,They Call Me Trinity (1971),[-0.1532169]
6964,Eden Lake (2008),[-0.15323606]
5161,"Day After Tomorrow, The (2004)",[-0.15326231]
6301,"Woods, The (2006)",[-0.15336511]
7642,Upside Down: The Creation Records Story (2010),[-0.15340386]
6592,30 Days of Night (2007),[-0.15366227]
4703,Project X (1987),[-0.15368036]
2494,Ghost Dog: The Way of the Samurai (1999),[-0.15370856]
3904,"Kid Stays in the Picture, The (2002)",[-0.15375227]
6066,C.R.A.Z.Y. (2005),[-0.15394812]
3584,Breathless (À bout de souffle) (1960),[-0.15413223]
8645,Into the Forest of Fireflies' Light (2011),[-0.1543039]
8643,A Man Called Blade (1977),[-0.1543039]
1375,Fear and Loathing in Las Vegas (1998),[-0.15443599]
3047,Back to the Beach (1987),[-0.15447456]
2488,Wonder Boys (2000),[-0.1545645]
4542,Squirm (1976),[-0.15460692]
3507,Opera (1987),[-0.15461408]
1759,Central Station (Central do Brasil) (1998),[-0.1547905]
5704,"Sea Inside, The (Mar adentro) (2004)",[-0.15489981]
3605,Morons From Outer Space (1985),[-0.15514389]
4105,Treasure Planet (2002),[-0.1553287]
2584,Here on Earth (2000),[-0.15538005]
2678,The Idolmaker (1980),[-0.15543459]
2210,"Palm Beach Story, The (1942)",[-0.15565944]
5144,Grey Gardens (1975),[-0.15570682]
6298,Fear City: A Family-Style Comedy (La cité de la peur) (1994),[-0.15598173]
1189,G.I. Jane (1997),[-0.1561326]
5613,Merlin (1998),[-0.1561978]
608,Heavy (1995),[-0.15619995]
2763,Alien Nation (1988),[-0.15631386]
7408,"Switch, The (2010)",[-0.15651045]
4797,Something's Gotta Give (2003),[-0.156598]
947,Touch of Evil (1958),[-0.15659851]
3068,Hope and Glory (1987),[-0.1566271]
553,Kids in the Hall: Brain Candy (1996),[-0.15675835]
6359,Charlotte's Web (2006),[-0.15679812]
3184,Norma Rae (1979),[-0.15713918]
1944,Metroland (1997),[-0.15725447]
3723,40 Days and 40 Nights (2002),[-0.15752885]
7795,Contact High (2009),[-0.15766952]
289,Tom & Viv (1994),[-0.1581036]
2758,Night of the Creeps (1986),[-0.15812083]
5134,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",[-0.15816187]
7666,30 Minutes or Less (2011),[-0.15862052]
6498,Them (Ils) (2006),[-0.15871025]
3571,Heist (2001),[-0.15881713]
842,Children of the Corn IV: The Gathering (1996),[-0.15901298]
3667,48 Hrs. (1982),[-0.15901689]
1869,"Day of the Beast, The (Día de la Bestia, El) (1995)",[-0.15928504]
253,Outbreak (1995),[-0.15928779]
4629,Sweet Sixteen (2002),[-0.15959064]
6287,"Wind That Shakes the Barley, The (2006)",[-0.15960268]
4772,Madhouse (1990),[-0.15990342]
3222,Point Break (1991),[-0.16003638]
5916,Quo Vadis (1951),[-0.16004721]
1803,First Blood (Rambo: First Blood) (1982),[-0.16024158]
3664,Impostor (2002),[-0.16029302]
1649,Lifeboat (1944),[-0.16029623]
4712,Radio Flyer (1992),[-0.16033773]
1702,"Player, The (1992)",[-0.16048708]
7254,"Captain Newman, M.D. (1963)",[-0.16056572]
7270,Mike Bassett: England Manager (2001),[-0.16068742]
1739,"Siege, The (1998)",[-0.16070628]
6109,Tristan & Isolde (2006),[-0.16081992]
1930,"King and I, The (1999)",[-0.16104076]
1806,Romancing the Stone (1984),[-0.16111581]
5132,"Day of the Jackal, The (1973)",[-0.16123732]
5337,Murder on the Orient Express (1974),[-0.16133629]
2169,Guinevere (1999),[-0.16146936]
1019,April Fool's Day (1986),[-0.16173756]
4863,"Lost Skeleton of Cadavra, The (2002)",[-0.16203265]
4080,Rio Grande (1950),[-0.16206376]
4601,In Cold Blood (1967),[-0.16215911]
1339,Two Girls and a Guy (1997),[-0.16222657]
4606,Mobsters (1991),[-0.16243189]
8750,Vice (2015),[-0.16251519]
6305,Apocalypto (2006),[-0.16270975]
3313,Caddyshack II (1988),[-0.1629889]
1526,"Negotiator, The (1998)",[-0.16300775]
4512,Death in Venice (Morte a Venezia) (1971),[-0.16324004]
4534,Once Upon a Time in China (Wong Fei Hung) (1991),[-0.16338388]
1321,Palmetto (1998),[-0.16358345]
2936,Slumber Party Massacre II (1987),[-0.16366525]
1482,Polish Wedding (1998),[-0.16373938]
2516,"Asphalt Jungle, The (1950)",[-0.16376092]
5961,Deuce Bigalow: European Gigolo (2005),[-0.16458379]
4964,28 Up (1985),[-0.16487992]
6380,Miss Potter (2006),[-0.16502925]
5007,Weekend (a.k.a. Le Week-end) (Week End) (1967),[-0.16516719]
1528,BASEketball (1998),[-0.16518221]
2641,American Psycho (2000),[-0.16539889]
2546,Erin Brockovich (2000),[-0.16539889]
2220,Dr. No (1962),[-0.16551108]
9042,Deathgasm (2015),[-0.16562924]
6402,Norbit (2007),[-0.16583957]
4817,Osama (2003),[-0.16594503]
7801,"Flowers of War, The (Jin líng shí san chai) (2011)",[-0.16610206]
18,Ace Ventura: When Nature Calls (1995),[-0.16617545]
2511,Breaking Away (1979),[-0.16620811]
6182,Renaissance (2006),[-0.16666562]
3717,Monsoon Wedding (2001),[-0.16667409]
1445,"Breakfast Club, The (1985)",[-0.1673377]
66,Bed of Roses (1996),[-0.16742342]
2604,Lucas (1986),[-0.16743044]
4920,Walking Tall (2004),[-0.16745171]
6607,Elite Squad (Tropa de Elite) (2007),[-0.16747186]
2168,Dog Park (1998),[-0.16752228]
6812,"Midnight Meat Train, The (2008)",[-0.16755151]
7226,"Prophet, A (Un Prophète) (2009)",[-0.16785535]
7222,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),[-0.16785535]
653,"Eyes Without a Face (Yeux sans visage, Les) (1959)",[-0.16785764]
2575,Bloodsport (1988),[-0.16788342]
3970,"Yearling, The (1946)",[-0.16794559]
5184,Suddenly (1954),[-0.16796291]
7139,Blood Creek (a.k.a. Town Creek) (2009),[-0.16807725]
7181,"Christmas Carol, A (2009)",[-0.16807725]
5897,Kicking & Screaming (2005),[-0.16815026]
7774,Mission: Impossible - Ghost Protocol (2011),[-0.16840696]
7775,We Bought a Zoo (2011),[-0.16840696]
8041,Deadfall (2012),[-0.16840696]
7757,Extremely Loud and Incredibly Close (2011),[-0.16840696]
7790,Underworld: Awakening (2012),[-0.16840696]
7822,Rollo and the Woods Sprite (Rölli ja metsänhenki) (2001),[-0.16840696]
7742,Immortals (2011),[-0.16840696]
8027,"Man with the Iron Fists, The (2012)",[-0.16840696]
7966,"Odd Life of Timothy Green, The (2012)",[-0.16840696]
7959,Hope Springs (2012),[-0.16840696]
7759,Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994),[-0.16840696]
7752,Lifted (2006),[-0.16840696]
